1	100	2016-05-16 21:44:23	것	A thing or  an object
2	100	2016-05-16 21:44:23	하다	To do
3	100	2016-05-16 21:44:23	있다	To be
4	100	2016-05-16 21:44:23	수	way, method
5	100	2016-05-16 21:44:23	하다	To do
6	100	2016-05-16 21:44:23	나	Me
7	100	2016-05-16 21:44:23	없다	Do not exist, absent
8	100	2016-05-16 21:44:23	않다	To not be, to not do
9	100	2016-05-16 21:44:23	사람	Person
10	100	2016-05-16 21:44:23	우리	we,our
